Municipality Code,State Code,Region,State,Municipality,Population,Adult Population,Adult Population (Women),Adult Population (Men),Type of Population,Social Lag Index,Banking Agents,Bank Branches,ATMs,POS Terminals,Businesses with POS Terminals,Accounts with Mobile Transactions,ATM Transactions,POS Transactions,Banking - Savings Accounts,Banking - Term Deposit Accounts,Banking - Transactional Accounts Level 1,Banking - Transactional Accounts Level 2,Banking - Transactional Accounts Level 3,Banking - Transactional Accounts Level 4,Banking - Debit Card Accounts,EACP - Savings Accounts,EACP - Term Deposit Accounts,EACP - Demand Deposit Accounts,EACP - Debit Card Accounts,Total - Total Accounts,Banking - Credit Cards,Banking - Personal Loans,Banking - Payroll Loans,Banking - ABCD Loans,Banking - Group Loans,Banking - Mortgage Loans,Banking - Auto Loans,EACP - Credit Cards,EACP - Consumer Loans,EACP - Housing Loans,EACP - Commercial Loans,Total - Total Loans
7027,7,Sur,Chiapas,Chiapa de Corzo,112075,79957,41084,38873,Urbano,Bajo,37,10,19,666,396,55165,71323,202826,0,467,0,1329,0,26535,50411,3555,2768,12405,4667,47059,9752,13327,4327,3897,6289,463,616,3899,845,3,920,43418
7028,7,Sur,Chiapas,Chiapilla,6156,4500,2212,2288,En Transición,Bajo,0,1,2,3,3,1941,2487,1201,0,6,0,12,0,601,1787,87,126,287,46,1119,116,911,101,53,48,2,11,21,7,0,25,1270
7029,7,Sur,Chiapas,Chicoasén,5402,3745,1912,1833,En Transición,Bajo,2,1,4,3,3,1554,5701,139,0,0,0,45,0,754,2531,56,35,159,83,1049,162,1219,192,62,93,1,17,46,7,0,10,1799
7030,7,Sur,Chiapas,Chicomuselo,36785,24683,12753,11930,Semi-urbano,Medio,4,2,4,22,22,5235,1088,121,0,0,0,44,0,648,4556,234,290,785,99,2001,246,453,191,113,135,13,18,80,8,0,94,1257
7031,7,Sur,Chiapas,Chilón,137262,80490,41534,38956,Urbano,Muy alto,5,5,7,24,22,12325,16563,780,0,8,0,346,0,11800,47125,317,320,703,279,13494,787,1341,555,688,637,3,45,216,13,0,117,4285
7032,7,Sur,Chiapas,Escuintla,30896,21020,10859,10161,Semi-urbano,Medio,11,6,6,59,59,14514,22162,5807,0,260,0,6706,0,17792,43579,1697,484,1584,395,28523,884,3270,433,985,1770,10,87,303,252,2,85,7996
7033,7,Sur,Chiapas,Francisco León,7245,4716,2342,2374,En Transición,Medio,1,1,1,3,3,1315,733,11,0,0,0,5,0,215,1509,12,10,50,5,292,26,37,16,10,12,0,3,4,1,0,17,109
7034,7,Sur,Chiapas,Frontera Comalapa,80897,55506,29168,26338,Urbano,Bajo,14,8,7,112,106,22887,28570,5934,0,804,0,1045,0,56841,103481,655,622,2195,476,62162,9418,3479,871,1110,752,7,85,394,17,0,400,16133
7035,7,Sur,Chiapas,Frontera Hidalgo,14556,10021,5164,4857,En Transición,Bajo,5,1,5,10,10,6385,14958,690,0,0,0,60,0,1286,4091,225,196,875,222,2642,560,2651,316,1475,1317,14,51,141,7,0,34,6532
7036,7,Sur,Chiapas,"Grandeza, La",7701,4875,2528,2347,En Transición,Medio,1,1,1,3,3,1159,3260,1156,0,2,0,35,0,463,1551,5,7,17,10,529,53,25,52,10,4,0,2,4,0,0,1,150
7037,7,Sur,Chiapas,Huehuetán,36333,25696,13291,12405,Semi-urbano,Medio,15,3,3,40,36,16634,7136,5755,0,125,0,4909,0,8111,35511,501,346,1547,677,15539,1332,6057,1171,1795,3748,19,193,458,36,0,171,14809
7038,7,Sur,Chiapas,Huixtán,22975,14475,7567,6908,Semi-urbano,Muy alto,0,1,1,1,1,2411,324,59,0,0,0,11,0,493,3974,29,43,134,27,710,102,143,123,35,7,0,13,18,0,0,4,441
7039,7,Sur,Chiapas,Huitiupán,27893,17619,8822,8797,Semi-urbano,Alto,8,1,1,4,4,3609,1649,120,0,0,0,0,0,0,253,230,162,646,49,1038,117,326,120,43,41,0,9,37,5,0,292,698
7040,7,Sur,Chiapas,Huixtla,53242,38034,19697,18337,Urbano,Bajo,22,12,23,178,167,43694,117218,28156,0,1611,2,3963,2,59773,101109,1943,790,4507,1502,72591,13040,8293,1914,3845,4496,85,310,1271,638,21,314,33913
7041,7,Sur,Chiapas,"Independencia, La",46409,32233,16791,15442,Semi-urbano,Medio,7,5,5,7,7,4798,5368,848,0,0,0,148,0,1517,8886,158,196,636,95,2655,316,643,171,309,374,6,16,68,1,0,112,1904
7042,7,Sur,Chiapas,Ixhuatán,11377,7210,3707,3503,En Transición,Medio,0,1,1,2,2,2778,1107,99,0,0,0,1,0,0,402,17,12,69,57,99,102,219,77,47,39,0,4,31,0,0,2,519
7043,7,Sur,Chiapas,Ixtacomitán,10961,7444,3810,3634,En Transición,Bajo,1,1,2,12,10,3472,2819,3229,0,4,0,2,0,1319,5465,146,225,389,227,2085,429,1014,212,340,206,1,14,147,13,0,23,2376
7044,7,Sur,Chiapas,Ixtapa,28999,19440,9950,9490,Semi-urbano,Medio,2,1,1,13,11,4639,3733,2682,0,0,0,68,0,3016,12661,409,277,953,178,4723,416,715,414,137,684,10,41,137,14,1,74,2569
7045,7,Sur,Chiapas,Ixtapangajoya,6284,4340,2195,2145,En Transición,Medio,0,1,1,3,3,1786,621,17,0,0,0,1,0,173,1321,72,24,140,52,410,76,295,56,266,86,0,2,40,1,0,23,822
7046,7,Sur,Chiapas,Jiquipilas,41063,29544,15007,14537,Semi-urbano,Bajo,6,3,7,41,41,17823,13213,4043,0,34,0,447,0,9506,20255,841,530,1800,505,13158,897,4359,1089,1435,1317,14,110,386,48,0,226,9655
7047,7,Sur,Chiapas,Jitotol,24966,14223,7156,7067,Semi-urbano,Medio,2,2,3,12,12,3161,6967,1720,0,0,0,75,0,1699,14661,142,171,288,92,2375,287,395,238,63,58,3,37,75,2,0,63,1158
7048,7,Sur,Chiapas,Juárez,21807,15536,7922,7614,Semi-urbano,Bajo,10,3,3,52,47,9799,10826,5792,0,83,0,6367,2,9397,33062,232,255,1286,565,17622,1076,2042,432,1536,1448,10,121,461,27,0,73,7153
7049,7,Sur,Chiapas,Larráinzar,31259,17111,8939,8172,Semi-urbano,Alto,1,2,2,10,10,3129,3935,43,0,0,0,33,0,1496,6449,127,119,314,40,2089,86,137,98,44,203,1,12,36,3,0,134,620
7050,7,Sur,Chiapas,"Libertad, La",5232,3901,1989,1912,En Transición,Bajo,2,1,1,8,7,1512,1108,2352,0,0,0,0,0,0,59,28,38,212,98,278,98,528,125,242,220,7,12,69,9,0,49,1310
7051,7,Sur,Chiapas,Mapastepec,46130,32233,16599,15634,Semi-urbano,Bajo,19,9,11,112,108,23390,35960,10053,0,387,0,335,0,26189,39006,3839,1196,3765,759,35711,5801,9808,670,3246,2229,36,167,559,638,28,573,23182
7052,7,Sur,Chiapas,"Margaritas, Las",141027,90750,47187,43563,Urbano,Alto,11,12,15,97,88,19269,40765,6335,0,309,0,1324,1,22583,65553,1017,896,2101,557,28231,2142,2710,693,988,804,24,130,512,32,0,374,8035
7053,7,Sur,Chiapas,Mazapa de Madero,7901,5172,2651,2521,En Transición,Medio,1,1,1,3,3,1594,607,35,0,0,0,0,0,0,81,22,38,93,23,153,106,257,70,94,6,1,3,21,1,0,15,559
7054,7,Sur,Chiapas,Mazatán,28250,20095,10167,9928,Semi-urbano,Bajo,13,3,3,31,30,13494,12787,3032,0,10,0,34,0,1502,4538,2249,451,2347,442,6593,808,3203,575,2016,3550,7,73,313,550,6,33,11101
7055,7,Sur,Chiapas,Metapa,5876,4132,2228,1904,En Transición,Bajo,3,1,2,9,9,3119,3926,989,0,1,0,3,0,665,1796,118,98,521,140,1406,299,1049,309,366,742,6,38,119,5,0,19,2933
7056,7,Sur,Chiapas,Mitontic,13755,7453,3920,3533,En Transición,Muy alto,0,1,1,0,0,974,1484,0,0,0,0,46,0,721,3210,2,2,17,6,788,25,22,26,1,1,0,8,2,1,0,0,86
7057,7,Sur,Chiapas,Motozintla,76398,50088,25903,24185,Urbano,Medio,11,7,10,116,115,19173,27346,13908,0,1294,0,10555,0,35249,91034,649,535,1820,509,50102,1450,3425,827,1685,464,26,127,494,33,0,315,8531
7058,7,Sur,Chiapas,Nicolás Ruíz,4765,3131,1564,1567,Rural,Medio,0,1,1,2,2,862,2714,97,0,0,0,1,0,186,1353,11,15,86,6,299,40,324,39,169,27,0,1,5,0,0,7,605
7059,7,Sur,Chiapas,Ocosingo,234661,142803,73099,69704,Urbano,Alto,55,19,31,186,141,39339,112274,14831,0,1039,0,21469,3,76280,216316,7875,3019,10650,1756,120335,7278,13520,1950,4420,4042,113,301,1397,1819,0,995,34840
7060,7,Sur,Chiapas,Ocotepec,14088,8082,4214,3868,En Transición,Alto,1,1,1,0,0,1835,2937,0,0,0,0,10,0,777,2519,62,81,204,15,1134,45,46,69,13,143,4,4,8,1,0,86,333
7061,7,Sur,Chiapas,Ocozocoautla de Espinosa,97397,66136,33871,32265,Urbano,Medio,22,7,20,111,100,40225,73568,16656,0,186,0,3718,0,22746,39433,8417,3657,16640,1997,55364,4899,12538,1882,6180,3979,80,323,1650,2384,8,359,33923
7062,7,Sur,Chiapas,Ostuacán,18469,12195,6155,6040,Semi-urbano,Medio,5,1,3,19,19,3970,4916,448,0,1,0,20,0,479,2854,51,48,262,209,861,286,502,192,196,319,6,27,155,6,0,11,1689
7063,7,Sur,Chiapas,Osumacinta,3983,2737,1395,1342,Rural,Bajo,1,1,1,10,10,1089,2213,201,0,0,0,3,0,42,228,59,77,142,84,323,101,577,101,42,41,1,20,66,5,0,7,954
7064,7,Sur,Chiapas,Oxchuc,54932,31466,15677,15789,Urbano,Muy alto,3,2,3,1,1,4551,4421,0,0,0,0,88,0,3548,14415,139,542,421,69,4738,106,204,452,27,118,1,8,34,1,0,30,951
7065,7,Sur,Chiapas,Palenque,132265,88739,45794,42945,Urbano,Bajo,39,15,42,646,417,59752,166965,117748,0,1088,0,23459,1,85159,208101,1376,1057,6308,3679,118448,14563,12321,2810,7223,2415,178,461,3291,215,0,807,43477
7066,7,Sur,Chiapas,Pantelhó,26391,15282,7871,7411,Semi-urbano,Muy alto,1,1,1,0,0,2120,0,0,0,0,0,104,0,1254,8126,7,11,36,10,1412,78,51,70,13,13,1,2,2,0,0,0,230
7067,7,Sur,Chiapas,Pantepec,12266,7947,4069,3878,En Transición,Alto,1,1,1,4,4,2536,1606,47,0,0,0,5,0,427,3560,6,16,59,48,513,67,139,49,17,41,0,6,25,0,0,0,344
7068,7,Sur,Chiapas,Pichucalco,31919,22918,11831,11087,Semi-urbano,Bajo,13,6,15,86,79,16758,46389,17681,0,410,0,498,0,24419,30393,769,549,2179,1112,28824,5055,4537,1006,1772,1264,35,122,927,51,0,128,14769
7069,7,Sur,Chiapas,Pijijiapan,51193,36671,18951,17720,Urbano,Bajo,28,9,11,143,138,27487,48685,12526,0,204,0,1129,0,23177,39196,2049,880,4159,782,31598,5244,8507,813,4887,2698,39,128,647,346,46,628,23355
7070,7,Sur,Chiapas,"Porvenir, El",12263,7814,3959,3855,En Transición,Medio,4,1,3,5,5,2249,3840,510,0,9,0,72,0,346,3821,25,23,125,22,600,96,155,50,64,4,0,9,15,1,0,17,394
7071,7,Sur,Chiapas,Villa Comaltitlán,30297,21247,10238,11009,Semi-urbano,Bajo,9,3,4,46,41,17998,11090,3796,0,79,0,2904,0,7862,30180,551,393,1681,401,13470,906,5485,484,1772,2878,8,125,325,42,1,115,12026
7072,7,Sur,Chiapas,Pueblo Nuevo Solistahuacán,29636,18198,9489,8709,Semi-urbano,Alto,3,2,2,12,12,7258,7120,1537,0,59,0,5977,0,14968,47717,161,198,481,189,21844,324,1471,165,78,314,6,20,142,20,0,62,2540
7073,7,Sur,Chiapas,Rayón,10866,7051,3568,3483,En Transición,Medio,2,1,1,11,11,2715,2815,1417,0,1,0,4,0,395,2256,39,101,208,137,748,146,217,112,38,47,1,16,81,6,0,5,664
7074,7,Sur,Chiapas,Reforma,44829,30829,15933,14896,Semi-urbano,Muy bajo,16,7,15,181,163,35122,67145,47613,0,545,0,1693,0,33020,45738,930,926,5595,2680,42709,6802,6562,2391,4870,2748,176,375,2487,135,0,400,26546
7075,7,Sur,Chiapas,"Rosas, Las",28829,19853,10180,9673,Semi-urbano,Alto,3,5,3,11,10,7974,9297,716,0,127,0,41,0,6617,9936,1766,745,2958,230,12254,978,2891,271,543,506,4,28,215,248,0,120,5684
7076,7,Sur,Chiapas,Sabanilla,29889,19278,9643,9635,Semi-urbano,Alto,1,2,2,9,9,2268,7263,218,0,2,0,8,0,1353,6571,14,11,51,26,1439,59,292,123,61,139,0,7,13,1,0,2,695
7077,7,Sur,Chiapas,Salto de Agua,64251,42521,21604,20917,Urbano,Alto,4,2,3,38,30,9050,6600,7394,0,4,0,34,0,1133,8150,311,414,679,251,2575,391,1677,550,1142,344,22,41,185,15,0,108,4367
7078,7,Sur,Chiapas,San Cristóbal de las Casas,215874,153740,82513,71227,Urbano,Bajo,78,33,94,1182,1042,123344,331154,150442,1374,10369,0,13603,22,200901,405996,33836,14025,49945,9528,324075,42931,24286,7647,6143,2934,918,1422,9592,6027,3,1302,101903
7079,7,Sur,Chiapas,San Fernando,41793,29225,14712,14513,Semi-urbano,Bajo,9,3,3,46,39,12978,9365,8713,0,82,0,2019,0,4224,18549,737,720,2360,966,10142,1393,3547,754,1038,696,48,123,663,78,2,200,8342
7080,7,Sur,Chiapas,Siltepec,25937,16480,8391,8089,Semi-urbano,Medio,6,1,2,5,5,5516,3989,55,0,0,0,64,0,568,3313,93,140,134,46,999,197,136,110,82,23,2,17,23,0,0,21,590
7081,7,Sur,Chiapas,Simojovel,52935,31230,16149,15081,Urbano,Alto,15,4,4,17,17,8361,12392,403,0,26,0,31,0,8279,9565,467,312,1584,145,10699,528,1535,242,137,301,4,46,109,15,0,669,2917
7082,7,Sur,Chiapas,Sitalá,15518,9044,4668,4376,Semi-urbano,Muy alto,2,1,1,2,2,792,1918,44,0,0,0,29,0,494,2743,14,21,17,11,575,33,19,32,6,16,0,1,12,0,0,8,119
7083,7,Sur,Chiapas,Socoltenango,19092,13390,6860,6530,Semi-urbano,Medio,3,1,2,4,4,3469,6456,57,0,0,0,9,0,343,1930,139,225,681,120,1397,531,804,315,379,357,2,32,85,7,0,54,2512
7084,7,Sur,Chiapas,Solosuchiapa,8561,5644,2840,2804,En Transición,Medio,1,1,1,1,1,2102,850,0,0,1,0,3,0,263,1491,60,49,217,91,593,134,294,78,87,184,0,10,74,4,0,6,865
7085,7,Sur,Chiapas,Soyaló,10890,7295,3638,3657,En Transición,Medio,3,2,2,5,5,1876,5865,40,0,0,0,0,0,0,88,95,88,275,69,458,102,376,150,64,338,1,12,27,2,0,26,1072
7086,7,Sur,Chiapas,Suchiapa,25627,18004,9149,8855,Semi-urbano,Bajo,3,3,2,34,33,9490,7522,8927,0,51,0,782,0,3901,22983,806,455,2376,751,8371,884,2060,833,590,674,19,99,491,58,3,189,5711
7087,7,Sur,Chiapas,Suchiate,41672,28274,14669,13605,Semi-urbano,Medio,25,5,9,174,116,24367,33451,16907,0,340,0,318,7,15163,19751,439,573,2840,757,19680,2070,7012,636,4403,3900,7,150,602,37,0,73,18817
7088,7,Sur,Chiapas,Sunuapa,2308,1554,768,786,Rural,Medio,0,1,1,0,0,676,1479,0,0,0,0,0,0,0,30,15,9,37,22,61,59,122,14,46,70,0,1,18,0,0,1,330
7089,7,Sur,Chiapas,Tapachula,353706,253411,132712,120699,Semi-metrópoli,Bajo,166,48,184,3142,1712,294235,620630,336900,4177,7988,0,68087,88,386215,683923,6741,6444,35304,17897,515044,67177,50464,16827,16751,34333,2018,3375,17343,1292,4,536,209584
7090,7,Sur,Chiapas,Tapalapa,4547,2947,1561,1386,Rural,Medio,0,1,1,0,0,1024,1418,0,0,0,0,0,0,0,29,3,10,33,9,46,34,43,38,5,28,0,3,7,0,0,0,158
7091,7,Sur,Chiapas,Tapilula,13592,9290,4868,4422,En Transición,Bajo,3,2,2,16,14,4253,3717,4958,0,256,0,97,0,14814,10202,64,65,275,175,15571,356,881,231,197,118,3,24,120,6,0,4,1936
7092,7,Sur,Chiapas,Tecpatán,21426,14757,7503,7254,Semi-urbano,Medio,12,3,5,38,34,11304,12304,6644,0,44,0,56,0,5609,9617,457,403,1499,123,8068,890,1428,194,541,672,7,94,140,17,0,149,3983
7093,7,Sur,Chiapas,Tenejapa,48162,28225,14738,13487,Semi-urbano,Alto,0,1,1,8,8,3263,713,205,0,0,0,49,0,890,9071,29,44,253,21,1265,89,149,105,38,135,0,20,10,0,0,89,546
7094,7,Sur,Chiapas,Teopisca,49499,31591,16592,14999,Semi-urbano,Alto,11,7,4,29,24,13502,11413,5244,0,565,0,1702,0,13505,41469,5653,1255,7606,363,30286,1546,4263,328,582,459,15,66,289,1561,0,156,9109
7096,7,Sur,Chiapas,Tila,83505,46206,23184,23022,Urbano,Alto,3,2,3,19,19,7608,9589,880,0,1,0,38,0,3170,17309,158,208,280,150,3855,261,1238,502,472,257,2,24,93,4,0,30,2853
7097,7,Sur,Chiapas,Tonalá,91913,66597,34257,32340,Urbano,Bajo,36,13,29,1548,303,56045,109549,46924,0,842,0,5544,0,70145,162167,2941,1428,10061,2629,90961,14200,14776,3430,6432,3249,178,457,2043,541,30,2123,45336
7098,7,Sur,Chiapas,Totolapa,7211,4837,2445,2392,En Transición,Medio,0,1,1,0,0,1539,2153,0,0,11,0,14,0,494,1677,55,66,188,31,828,65,422,43,27,2,0,8,21,10,1,23,599
7099,7,Sur,Chiapas,"Trinitaria, La",83111,57597,30347,27250,Urbano,Medio,8,6,8,36,36,11128,15503,3838,0,26,0,5195,0,4504,36975,611,834,1921,397,13091,1108,1632,527,501,964,11,77,326,17,0,225,5163
7100,7,Sur,Chiapas,Tumbalá,38025,24324,12602,11722,Semi-urbano,Alto,1,1,1,9,9,3590,1264,424,0,0,0,0,0,0,344,89,123,164,60,376,125,611,193,297,111,1,6,36,2,0,25,1382
7101,7,Sur,Chiapas,Tuxtla Gutiérrez,604147,456012,243878,212134,Semi-metrópoli,Muy bajo,371,95,420,7176,4864,619102,1376449,1158582,11929,14325,0,74715,553,757484,1264285,21945,18406,99090,51941,998447,173828,79153,40555,18299,24729,6239,11168,51817,7248,29,1906,413065
7102,7,Sur,Chiapas,Tuxtla Chico,41024,29279,15461,13818,Semi-urbano,Bajo,14,3,5,46,45,20119,22195,3157,0,209,0,3079,0,12824,28608,381,600,3071,941,20164,3060,7747,1426,1981,4176,161,208,689,61,0,195,19509
7103,7,Sur,Chiapas,Tuzantán,30302,20825,10805,10020,Semi-urbano,Bajo,6,1,2,11,10,10362,2706,369,0,2,0,58,0,521,5074,692,289,1466,309,3028,638,4106,575,1610,1979,5,51,257,20,0,232,9241
7104,7,Sur,Chiapas,Tzimol,16560,11963,6171,5792,Semi-urbano,Medio,2,1,1,12,10,3412,2330,1380,0,4,0,89,0,1861,7572,85,103,343,141,2485,366,783,184,210,266,10,21,114,7,0,46,1961
7105,7,Sur,Chiapas,Unión Juárez,16008,11343,5925,5418,Semi-urbano,Bajo,6,2,3,8,8,5587,3334,1362,0,0,0,1,0,2027,4368,111,151,725,203,3015,411,1267,317,195,1190,2,48,149,11,0,53,3590
7106,7,Sur,Chiapas,Venustiano Carranza,67292,47309,23984,23325,Urbano,Medio,12,5,10,39,39,16052,28183,5233,0,106,0,104,0,11304,19441,877,983,2720,519,16094,1743,7015,1262,3292,1105,45,109,390,23,0,314,14984
7107,7,Sur,Chiapas,Villa Corzo,65643,45500,23322,22178,Urbano,Medio,20,5,6,59,58,21518,17938,6861,0,175,0,5414,0,17934,86729,703,635,3520,644,28381,1864,6371,1145,2606,1248,21,168,496,58,1,527,13978
7108,7,Sur,Chiapas,Villaflores,109536,78389,40351,38038,Urbano,Bajo,74,18,35,351,286,63099,115728,41318,2087,874,0,2358,6,70393,120424,2047,1271,6883,2693,85919,12292,14968,3029,6360,3075,192,414,2060,208,5,861,42603
7109,7,Sur,Chiapas,Yajalón,40285,26412,13780,12632,Semi-urbano,Alto,5,5,10,65,62,15709,74412,2743,0,349,0,10038,0,29881,80342,450,296,718,441,41732,2493,3560,721,1411,632,12,70,364,14,0,82,9277
7110,7,Sur,Chiapas,San Lucas,7526,4844,2420,2424,En Transición,Medio,0,1,1,0,0,1245,1839,0,0,5,0,1,0,86,743,61,99,249,33,501,68,486,38,35,12,0,2,13,0,0,22,654
7111,7,Sur,Chiapas,Zinacantán,45373,28892,15868,13024,Semi-urbano,Muy alto,2,6,6,7,7,3245,3587,101,0,4,0,1844,0,813,13945,101,173,577,95,3512,292,359,86,85,242,1,58,64,5,1,146,1193
7112,7,Sur,Chiapas,San Juan Cancuc,37948,20926,10827,10099,Semi-urbano,Muy alto,0,3,3,4,4,2135,5889,0,0,0,0,282,0,2531,23653,7,17,64,27,2901,50,21,81,8,81,0,6,8,0,0,2,255
7113,7,Sur,Chiapas,Aldama,8480,4722,2497,2225,En Transición,Alto,0,1,1,0,0,497,1415,0,0,0,0,47,0,952,10057,3,2,7,4,1011,22,1,6,2,0,0,1,2,0,0,0,34
7114,7,Sur,Chiapas,Benemérito de las Américas,23603,14713,7394,7319,Semi-urbano,Medio,10,2,5,28,24,6947,10445,654,0,78,0,27,0,11190,16626,13,21,153,114,11482,872,1775,122,1793,440,1,27,85,3,0,1,5118
7115,7,Sur,Chiapas,Maravilla Tenejapa,14714,8830,4435,4395,En Transición,Alto,3,1,2,9,9,4483,1869,525,0,0,0,0,0,0,113,12,10,66,20,88,167,653,104,120,68,0,13,25,2,0,4,1152
7116,7,Sur,Chiapas,Marqués de Comillas,12892,7989,3957,4032,En Transición,Medio,4,2,1,8,8,2462,546,583,0,0,0,28,0,204,1259,6,1,27,17,266,168,374,21,417,242,2,11,18,0,0,0,1253
7117,7,Sur,Chiapas,Montecristo de Guerrero,8412,5343,2653,2690,En Transición,Medio,4,1,1,8,8,1403,0,710,0,0,0,0,0,528,4186,24,18,106,14,676,66,87,10,2,71,0,3,5,1,0,12,245
7118,7,Sur,Chiapas,San Andrés Duraznal,6047,3512,1846,1666,En Transición,Alto,0,1,1,0,0,594,1257,0,0,0,0,0,0,128,1210,299,349,25,1,801,2,16,1,4,27,0,0,1,0,0,144,51
7119,7,Sur,Chiapas,Santiago El Pinar,4959,2785,1426,1359,Rural,Muy alto,0,1,1,0,0,392,2045,0,0,0,0,0,0,331,1526,4,1,1,2,337,6,6,3,2,0,0,2,3,0,0,2,22
7120,7,Sur,Chiapas,Capitán Luis Ángel Vidal,4315,2801,1304,1497,Rural,Alto,1,1,1,0,0,1,39,0,0,0,0,0,0,78,790,0,4,3,2,85,1,0,1,0,0,0,0,0,0,0,0,2
7121,7,Sur,Chiapas,Rincón Chamula San Pedro,8718,5100,2828,2272,En Transición,Alto,0,1,1,0,0,2,659,0,0,0,0,109,0,527,5782,0,1,14,6,651,0,11,0,0,0,0,0,3,0,0,0,14
7122,7,Sur,Chiapas,El Parral,15587,11146,5746,5400,Semi-urbano,Bajo,1,2,2,4,4,3652,6256,93,0,0,0,0,0,0,215,98,12,137,180,247,128,1045,189,72,164,0,14,136,3,0,22,1751
7123,7,Sur,Chiapas,Emiliano Zapata,10783,7800,3915,3885,En Transición,Bajo,1,1,1,1,1,214,1194,251,0,2,0,35,0,159,1501,1,4,118,170,319,52,778,172,87,50,1,8,110,7,0,28,1265
7124,7,Sur,Chiapas,Mezcalapa,23847,15658,8101,7557,Semi-urbano,Medio,1,1,1,0,0,324,2959,0,0,0,0,18,0,3094,9116,44,15,199,265,3370,47,147,260,24,172,0,35,191,11,0,39,887
7125,7,Sur,Chiapas,Honduras de la Sierra,11650,7458,3681,3777,En Transición,Medio,0,1,1,0,0,7,3392,0,0,0,0,17,0,509,2748,0,0,0,2,526,0,0,0,0,0,0,0,0,0,0,0,0
8001,8,Noroeste,Chihuahua,Ahumada,14635,9942,4997,4945,En Transición,Muy bajo,9,2,5,55,41,6306,19668,11172,0,40,0,4,0,5347,22247,164,41,831,231,6427,3343,315,514,8,586,17,54,172,124,0,274,5133
8002,8,Noroeste,Chihuahua,Aldama,26047,19182,9849,9333,Semi-urbano,Muy bajo,14,3,10,145,135,12213,33843,34341,0,44,0,52,0,10598,18819,412,156,1650,1298,12912,4420,2542,1073,253,373,337,249,1183,151,1,20,10582
8003,8,Noroeste,Chihuahua,Allende,8487,6543,3263,3280,En Transición,Muy bajo,3,1,2,27,26,2758,4164,5522,0,0,0,0,0,0,774,1378,72,372,163,1822,584,473,513,81,95,14,40,149,319,0,90,2268
8004,8,Noroeste,Chihuahua,Aquiles Serdán,24344,17886,7710,10176,Semi-urbano,Muy bajo,8,1,4,64,60,8779,5049,48854,0,15,0,111,0,753,5182,435,91,1449,1446,2854,885,791,998,330,113,39,74,960,117,0,12,4307
8005,8,Noroeste,Chihuahua,Ascensión,26093,18078,8937,9141,Semi-urbano,Bajo,17,5,14,335,192,17268,28191,45909,0,112,0,1154,1,15346,29268,38,68,672,419,17391,4418,2123,841,91,1131,7,84,305,15,0,18,9015
8006,8,Noroeste,Chihuahua,Bachíniva,5807,4429,2189,2240,En Transición,Bajo,1,1,1,12,12,1290,1260,1071,0,0,0,0,0,416,2175,1449,15,108,59,1988,239,106,141,14,58,1,22,56,6,0,5,643
8007,8,Noroeste,Chihuahua,Balleza,16440,10888,5472,5416,Semi-urbano,Muy alto,3,2,3,22,20,1772,5385,4811,0,0,0,7,0,849,5674,93,8,128,72,1085,284,109,255,3,136,5,31,59,9,0,4,891
8008,8,Noroeste,Chihuahua,Batopilas,11270,6916,3470,3446,En Transición,Muy alto,1,1,1,5,5,590,654,203,0,0,0,8,0,288,1292,6,0,15,11,317,64,23,47,4,0,2,8,7,2,0,1,157
8009,8,Noroeste,Chihuahua,Bocoyna,23351,16489,8836,7653,Semi-urbano,Medio,8,4,9,26,26,8255,25250,2850,0,200,0,28,2,9459,9769,1752,50,526,282,12017,2554,353,838,15,1449,19,113,227,22,0,10,5590
8010,8,Noroeste,Chihuahua,Buenaventura,25146,17805,8957,8848,Semi-urbano,Muy bajo,10,6,19,152,132,8702,31409,27128,0,411,0,70,2,13936,19319,117,33,441,345,15010,3281,383,577,32,582,22,113,291,20,0,8,5301
8011,8,Noroeste,Chihuahua,Camargo,49499,37232,19020,18212,Semi-urbano,Muy bajo,28,10,31,291,272,30661,74243,47280,0,1110,0,2117,4,36432,52100,13248,796,5602,2367,59309,11841,7893,3196,2308,461,280,402,1967,3567,16,448,31931
8012,8,Noroeste,Chihuahua,Carichí,8113,5445,2747,2698,En Transición,Muy alto,0,1,2,9,8,696,10677,1526,0,0,0,1874,0,799,6560,180,31,29,22,2913,130,39,81,3,1,1,7,28,3,0,0,293
8013,8,Noroeste,Chihuahua,Casas Grandes,11815,8547,4172,4375,En Transición,Muy bajo,3,1,1,50,38,5625,1,19183,0,0,0,6,0,230,1652,54,17,490,365,797,974,1159,521,433,148,10,45,311,29,0,40,3630
8014,8,Noroeste,Chihuahua,Coronado,2034,1541,721,820,Rural,Muy bajo,0,0,0,2,2,507,0,32,0,0,0,0,0,0,72,250,16,77,13,343,51,62,38,17,1,13,5,11,18,0,35,216
8015,8,Noroeste,Chihuahua,Coyame del Sotol,1230,938,450,488,Rural,Bajo,0,1,1,0,0,423,797,0,0,0,0,2,0,17,244,0,0,10,9,29,59,28,18,3,0,0,2,3,0,0,65,113
8016,8,Noroeste,Chihuahua,"Cruz, La",3704,2802,1405,1397,Rural,Muy bajo,1,0,0,2,2,1227,0,57,0,0,0,0,0,0,515,856,39,261,43,1156,277,366,131,87,9,0,19,39,182,0,60,1110
