ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,P_5YMAS,P_12YMAS,P_15YMAS,P_18YMAS
30,Veracruz de Ignacio de la Llave,115,Nogales,0000,Total del Municipio,34444,29956,28082,26162
30,Veracruz de Ignacio de la Llave,116,Oluta,0000,Total del Municipio,15601,13607,12701,11817
30,Veracruz de Ignacio de la Llave,117,Omealca,0000,Total del Municipio,21750,18862,17628,16384
30,Veracruz de Ignacio de la Llave,118,Orizaba,0000,Total del Municipio,115773,104031,98761,93174
30,Veracruz de Ignacio de la Llave,119,Otatitlán,0000,Total del Municipio,5221,4561,4255,3987
30,Veracruz de Ignacio de la Llave,120,Oteapan,0000,Total del Municipio,9596,8291,7727,7200
30,Veracruz de Ignacio de la Llave,121,Ozuluama de Mascareñas,0000,Total del Municipio,21053,18573,17483,16350
30,Veracruz de Ignacio de la Llave,122,Pajapan,0000,Total del Municipio,16469,14056,13203,12229
30,Veracruz de Ignacio de la Llave,123,Pánuco,0000,Total del Municipio,88335,76855,71873,67060
30,Veracruz de Ignacio de la Llave,124,Papantla,0000,Total del Municipio,148929,129809,121464,113071
30,Veracruz de Ignacio de la Llave,125,Paso del Macho,0000,Total del Municipio,29485,25416,23724,22047
30,Veracruz de Ignacio de la Llave,126,Paso de Ovejas,0000,Total del Municipio,31268,27711,26185,24600
30,Veracruz de Ignacio de la Llave,127,La Perla,0000,Total del Municipio,24655,19514,17315,15186
30,Veracruz de Ignacio de la Llave,128,Perote,0000,Total del Municipio,70314,59223,54615,49964
30,Veracruz de Ignacio de la Llave,129,Platón Sánchez,0000,Total del Municipio,16614,14318,13245,12244
30,Veracruz de Ignacio de la Llave,130,Playa Vicente,0000,Total del Municipio,35759,30679,28585,26560
30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,0000,Total del Municipio,177517,157936,149633,140883
30,Veracruz de Ignacio de la Llave,132,Las Vigas de Ramírez,0000,Total del Municipio,18350,15308,14089,12901
30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,0000,Total del Municipio,53160,46150,43203,40252
30,Veracruz de Ignacio de la Llave,134,Puente Nacional,0000,Total del Municipio,22027,19448,18258,17097
30,Veracruz de Ignacio de la Llave,135,Rafael Delgado,0000,Total del Municipio,22217,18997,17500,15820
30,Veracruz de Ignacio de la Llave,136,Rafael Lucio,0000,Total del Municipio,7653,6554,6062,5568
30,Veracruz de Ignacio de la Llave,137,Los Reyes,0000,Total del Municipio,5640,4751,4316,3886
30,Veracruz de Ignacio de la Llave,138,Río Blanco,0000,Total del Municipio,39117,34874,32912,30935
30,Veracruz de Ignacio de la Llave,139,Saltabarranca,0000,Total del Municipio,5702,5079,4809,4519
30,Veracruz de Ignacio de la Llave,140,San Andrés Tenejapan,0000,Total del Municipio,2841,2385,2224,2026
30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,0000,Total del Municipio,149177,129073,120717,111955
30,Veracruz de Ignacio de la Llave,142,San Juan Evangelista,0000,Total del Municipio,30014,26015,24292,22593
30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,0000,Total del Municipio,52929,46433,43523,40410
30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán,0000,Total del Municipio,29614,25267,23421,21622
30,Veracruz de Ignacio de la Llave,145,Soconusco,0000,Total del Municipio,15373,13349,12482,11632
30,Veracruz de Ignacio de la Llave,146,Sochiapa,0000,Total del Municipio,3554,2993,2768,2547
30,Veracruz de Ignacio de la Llave,147,Soledad Atzompa,0000,Total del Municipio,21834,17908,16275,14634
30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado,0000,Total del Municipio,26215,22913,21559,20182
30,Veracruz de Ignacio de la Llave,149,Soteapan,0000,Total del Municipio,30856,25580,23234,20790
30,Veracruz de Ignacio de la Llave,150,Tamalín,0000,Total del Municipio,10747,9462,8884,8246
30,Veracruz de Ignacio de la Llave,151,Tamiahua,0000,Total del Municipio,20706,18612,17536,16372
30,Veracruz de Ignacio de la Llave,152,Tampico Alto,0000,Total del Municipio,10738,9562,9040,8545
30,Veracruz de Ignacio de la Llave,153,Tancoco,0000,Total del Municipio,5366,4736,4451,4121
30,Veracruz de Ignacio de la Llave,154,Tantima,0000,Total del Municipio,11186,9947,9371,8687
30,Veracruz de Ignacio de la Llave,155,Tantoyuca,0000,Total del Municipio,91791,77824,71080,64441
30,Veracruz de Ignacio de la Llave,156,Tatatila,0000,Total del Municipio,5432,4462,4090,3662
30,Veracruz de Ignacio de la Llave,157,Castillo de Teayo,0000,Total del Municipio,18512,16133,15176,14114
30,Veracruz de Ignacio de la Llave,158,Tecolutla,0000,Total del Municipio,22873,20036,18829,17637
30,Veracruz de Ignacio de la Llave,159,Tehuipango,0000,Total del Municipio,26111,20941,18760,16592
30,Veracruz de Ignacio de la Llave,160,Álamo Temapache,0000,Total del Municipio,98938,86076,80363,74795
30,Veracruz de Ignacio de la Llave,161,Tempoal,0000,Total del Municipio,31642,27503,25538,23594
30,Veracruz de Ignacio de la Llave,162,Tenampa,0000,Total del Municipio,5947,5135,4812,4435
30,Veracruz de Ignacio de la Llave,163,Tenochtitlán,0000,Total del Municipio,4607,3873,3566,3245
30,Veracruz de Ignacio de la Llave,164,Teocelo,0000,Total del Municipio,15813,13823,12939,12062
30,Veracruz de Ignacio de la Llave,165,Tepatlaxco,0000,Total del Municipio,8124,6928,6445,5940
30,Veracruz de Ignacio de la Llave,166,Tepetlán,0000,Total del Municipio,8682,7676,7221,6719
30,Veracruz de Ignacio de la Llave,167,Tepetzintla,0000,Total del Municipio,13395,11532,10765,9982
30,Veracruz de Ignacio de la Llave,168,Tequila,0000,Total del Municipio,14787,12374,11163,9971
30,Veracruz de Ignacio de la Llave,169,José Azueta,0000,Total del Municipio,20944,18174,17072,15965
30,Veracruz de Ignacio de la Llave,170,Texcatepec,0000,Total del Municipio,9521,7909,7149,6497
30,Veracruz de Ignacio de la Llave,171,Texhuacán,0000,Total del Municipio,5017,4246,3918,3555
30,Veracruz de Ignacio de la Llave,172,Texistepec,0000,Total del Municipio,18320,15787,14709,13617
30,Veracruz de Ignacio de la Llave,173,Tezonapa,0000,Total del Municipio,49668,42491,39282,36159
30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,0000,Total del Municipio,88382,77546,73194,68843
30,Veracruz de Ignacio de la Llave,175,Tihuatlán,0000,Total del Municipio,85493,74081,69217,64184
30,Veracruz de Ignacio de la Llave,176,Tlacojalpan,0000,Total del Municipio,4086,3595,3373,3128
30,Veracruz de Ignacio de la Llave,177,Tlacolulan,0000,Total del Municipio,10478,8564,7830,7113
30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,0000,Total del Municipio,12142,10955,10426,9851
30,Veracruz de Ignacio de la Llave,179,Tlacotepec de Mejía,0000,Total del Municipio,3924,3379,3156,2937
30,Veracruz de Ignacio de la Llave,180,Tlachichilco,0000,Total del Municipio,9950,8520,7793,7165
30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan,0000,Total del Municipio,35142,30929,29262,27607
30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan,0000,Total del Municipio,17934,15401,14357,13205
30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,0000,Total del Municipio,56548,48726,45348,41848
30,Veracruz de Ignacio de la Llave,184,Tlaquilpa,0000,Total del Municipio,7091,5909,5384,4837
30,Veracruz de Ignacio de la Llave,185,Tlilapan,0000,Total del Municipio,5034,4261,3930,3605
30,Veracruz de Ignacio de la Llave,186,Tomatlán,0000,Total del Municipio,6602,5803,5457,5109
30,Veracruz de Ignacio de la Llave,187,Tonayán,0000,Total del Municipio,5447,4493,4126,3745
30,Veracruz de Ignacio de la Llave,188,Totutla,0000,Total del Municipio,15874,13805,12891,11959
30,Veracruz de Ignacio de la Llave,189,Tuxpan,0000,Total del Municipio,143898,126628,119430,112109
30,Veracruz de Ignacio de la Llave,190,Tuxtilla,0000,Total del Municipio,2086,1861,1777,1690
30,Veracruz de Ignacio de la Llave,191,Ursulo Galván,0000,Total del Municipio,28076,25235,23996,22690
30,Veracruz de Ignacio de la Llave,192,Vega de Alatorre,0000,Total del Municipio,18855,16600,15602,14642
30,Veracruz de Ignacio de la Llave,193,Veracruz,0000,Total del Municipio,572630,512247,486042,459116
30,Veracruz de Ignacio de la Llave,194,Villa Aldama,0000,Total del Municipio,11142,9100,8229,7365
30,Veracruz de Ignacio de la Llave,195,Xoxocotla,0000,Total del Municipio,5292,4419,4055,3703
30,Veracruz de Ignacio de la Llave,196,Yanga,0000,Total del Municipio,16693,14622,13752,12854
30,Veracruz de Ignacio de la Llave,197,Yecuatla,0000,Total del Municipio,10357,8938,8369,7817
30,Veracruz de Ignacio de la Llave,198,Zacualpan,0000,Total del Municipio,6225,5281,4860,4478
30,Veracruz de Ignacio de la Llave,199,Zaragoza,0000,Total del Municipio,10832,9286,8565,7821
30,Veracruz de Ignacio de la Llave,200,Zentla,0000,Total del Municipio,11699,10349,9688,9038
30,Veracruz de Ignacio de la Llave,201,Zongolica,0000,Total del Municipio,41021,34950,32006,29258
30,Veracruz de Ignacio de la Llave,202,Zontecomatlán de López y Fuentes,0000,Total del Municipio,13164,11028,9792,8849
30,Veracruz de Ignacio de la Llave,203,Zozocolco de Hidalgo,0000,Total del Municipio,13265,11215,10293,9324
30,Veracruz de Ignacio de la Llave,204,Agua Dulce,0000,Total del Municipio,41004,36077,33900,31717
30,Veracruz de Ignacio de la Llave,205,El Higo,0000,Total del Municipio,17794,15503,14584,13638
30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,0000,Total del Municipio,26980,23887,22605,21280
30,Veracruz de Ignacio de la Llave,207,Tres Valles,0000,Total del Municipio,41480,36140,33813,31481
30,Veracruz de Ignacio de la Llave,208,Carlos A. Carrillo,0000,Total del Municipio,21993,19603,18528,17430
30,Veracruz de Ignacio de la Llave,209,Tatahuicapan de Juárez,0000,Total del Municipio,13564,11651,10772,9885
30,Veracruz de Ignacio de la Llave,210,Uxpanapa,0000,Total del Municipio,27380,22665,20854,19106
30,Veracruz de Ignacio de la Llave,211,San Rafael,0000,Total del Municipio,28296,25070,23685,22267
30,Veracruz de Ignacio de la Llave,212,Santiago Sochiapan,0000,Total del Municipio,11774,9903,9146,8430
31,Yucatán,001,Abalá,0000,Total del Municipio,6011,5240,4878,4519
31,Yucatán,002,Acanceh,0000,Total del Municipio,15586,13679,12782,11899
31,Yucatán,003,Akil,0000,Total del Municipio,11087,9318,8675,8086
31,Yucatán,004,Baca,0000,Total del Municipio,5790,5155,4823,4484
31,Yucatán,005,Bokobá,0000,Total del Municipio,2023,1805,1693,1593
31,Yucatán,006,Buctzotz,0000,Total del Municipio,8385,7271,6827,6334
31,Yucatán,007,Cacalchén,0000,Total del Municipio,6905,6053,5687,5289
31,Yucatán,008,Calotmul,0000,Total del Municipio,3612,3146,2944,2747
31,Yucatán,009,Cansahcab,0000,Total del Municipio,4167,3710,3514,3287
31,Yucatán,010,Cantamayec,0000,Total del Municipio,2405,2010,1857,1703
31,Yucatán,011,Celestún,0000,Total del Municipio,7652,6472,6036,5624
31,Yucatán,012,Cenotillo,0000,Total del Municipio,3437,2961,2770,2609
31,Yucatán,013,Conkal,0000,Total del Municipio,15493,13671,12867,12070
31,Yucatán,014,Cuncunul,0000,Total del Municipio,1542,1348,1260,1159
31,Yucatán,015,Cuzamá,0000,Total del Municipio,5111,4437,4181,3875
31,Yucatán,016,Chacsinkín,0000,Total del Municipio,2821,2361,2195,1992
31,Yucatán,017,Chankom,0000,Total del Municipio,4245,3626,3342,3046
31,Yucatán,018,Chapab,0000,Total del Municipio,3111,2704,2528,2331
31,Yucatán,019,Chemax,0000,Total del Municipio,34698,28653,25812,23020
31,Yucatán,020,Chicxulub Pueblo,0000,Total del Municipio,4152,3652,3455,3267
31,Yucatán,021,Chichimilá,0000,Total del Municipio,8364,6944,6347,5740
31,Yucatán,022,Chikindzonot,0000,Total del Municipio,3912,3313,2994,2659
31,Yucatán,023,Chocholá,0000,Total del Municipio,4492,3971,3731,3488
31,Yucatán,024,Chumayel,0000,Total del Municipio,2988,2609,2420,2254
31,Yucatán,025,Dzán,0000,Total del Municipio,5411,4530,4232,3951
31,Yucatán,026,Dzemul,0000,Total del Municipio,3384,3030,2867,2688
31,Yucatán,027,Dzidzantún,0000,Total del Municipio,7775,6940,6559,6175
31,Yucatán,028,Dzilam de Bravo,0000,Total del Municipio,2682,2322,2193,2054
31,Yucatán,029,Dzilam González,0000,Total del Municipio,5800,5147,4859,4542
31,Yucatán,030,Dzitás,0000,Total del Municipio,3640,3140,2896,2656
31,Yucatán,031,Dzoncauich,0000,Total del Municipio,2605,2309,2157,2001
31,Yucatán,032,Espita,0000,Total del Municipio,15200,13061,12009,10875
31,Yucatán,033,Halachó,0000,Total del Municipio,19373,16791,15699,14579
31,Yucatán,034,Hocabá,0000,Total del Municipio,5958,5149,4834,4471
31,Yucatán,035,Hoctún,0000,Total del Municipio,5899,5193,4862,4570
31,Yucatán,036,Homún,0000,Total del Municipio,7393,6476,6065,5660
31,Yucatán,037,Huhí,0000,Total del Municipio,4830,4225,3970,3702
31,Yucatán,038,Hunucmá,0000,Total del Municipio,32082,27689,25783,23932
31,Yucatán,039,Ixil,0000,Total del Municipio,3880,3422,3210,3006
31,Yucatán,040,Izamal,0000,Total del Municipio,26267,22736,21207,19770
31,Yucatán,041,Kanasín,0000,Total del Municipio,129887,111181,103399,95958
31,Yucatán,042,Kantunil,0000,Total del Municipio,5033,4304,4000,3714
31,Yucatán,043,Kaua,0000,Total del Municipio,3088,2584,2383,2175
31,Yucatán,044,Kinchil,0000,Total del Municipio,6827,5884,5496,5110
31,Yucatán,045,Kopomá,0000,Total del Municipio,2478,2198,2048,1931
31,Yucatán,046,Mama,0000,Total del Municipio,2991,2564,2404,2256
31,Yucatán,047,Maní,0000,Total del Municipio,5449,4691,4418,4129
31,Yucatán,048,Maxcanú,0000,Total del Municipio,22058,19212,17890,16541
31,Yucatán,049,Mayapán,0000,Total del Municipio,3506,2864,2602,2320
31,Yucatán,050,Mérida,0000,Total del Municipio,930197,835033,793004,748750
31,Yucatán,051,Mocochá,0000,Total del Municipio,3196,2846,2709,2542
31,Yucatán,052,Motul,0000,Total del Municipio,34770,30334,28492,26549
31,Yucatán,053,Muna,0000,Total del Municipio,12346,10857,10258,9618
31,Yucatán,054,Muxupip,0000,Total del Municipio,2736,2429,2295,2173
31,Yucatán,055,Opichén,0000,Total del Municipio,6478,5605,5266,4912
31,Yucatán,056,Oxkutzcab,0000,Total del Municipio,30500,25621,23783,22028
31,Yucatán,057,Panabá,0000,Total del Municipio,7156,6248,5843,5434
31,Yucatán,058,Peto,0000,Total del Municipio,23242,19546,18034,16510
31,Yucatán,059,Progreso,0000,Total del Municipio,61218,53593,50413,47168
31,Yucatán,060,Quintana Roo,0000,Total del Municipio,899,772,721,681
31,Yucatán,061,Río Lagartos,0000,Total del Municipio,3651,3171,3001,2807
31,Yucatán,062,Sacalum,0000,Total del Municipio,4547,3889,3632,3362
31,Yucatán,063,Samahil,0000,Total del Municipio,5127,4463,4194,3889
31,Yucatán,064,Sanahcat,0000,Total del Municipio,1561,1324,1244,1180
31,Yucatán,065,San Felipe,0000,Total del Municipio,1957,1724,1614,1499
31,Yucatán,066,Santa Elena,0000,Total del Municipio,3845,3289,3082,2876
31,Yucatán,067,Seyé,0000,Total del Municipio,9253,8210,7662,7099
31,Yucatán,068,Sinanché,0000,Total del Municipio,2980,2656,2527,2364
31,Yucatán,069,Sotuta,0000,Total del Municipio,8158,6998,6492,5947
31,Yucatán,070,Sucilá,0000,Total del Municipio,3646,3193,2997,2813
31,Yucatán,071,Sudzal,0000,Total del Municipio,1729,1473,1368,1259
31,Yucatán,072,Suma,0000,Total del Municipio,1724,1547,1464,1386
31,Yucatán,073,Tahdziú,0000,Total del Municipio,5022,3966,3541,3148
31,Yucatán,074,Tahmek,0000,Total del Municipio,3532,3166,2981,2791
31,Yucatán,075,Teabo,0000,Total del Municipio,6205,5271,4910,4512
31,Yucatán,076,Tecoh,0000,Total del Municipio,16489,14400,13459,12533
31,Yucatán,077,Tekal de Venegas,0000,Total del Municipio,2456,2154,2023,1893
31,Yucatán,078,Tekantó,0000,Total del Municipio,3463,3056,2874,2690
31,Yucatán,079,Tekax,0000,Total del Municipio,40956,35050,32583,30107
31,Yucatán,080,Tekit,0000,Total del Municipio,10082,8722,8184,7621
31,Yucatán,081,Tekom,0000,Total del Municipio,3031,2565,2360,2144
31,Yucatán,082,Telchac Pueblo,0000,Total del Municipio,3285,2926,2800,2636
31,Yucatán,083,Telchac Puerto,0000,Total del Municipio,1750,1543,1458,1375
31,Yucatán,084,Temax,0000,Total del Municipio,6462,5615,5266,4905
31,Yucatán,085,Temozón,0000,Total del Municipio,15070,12939,11929,10972
31,Yucatán,086,Tepakán,0000,Total del Municipio,1932,1699,1602,1500
31,Yucatán,087,Tetiz,0000,Total del Municipio,4977,4225,3941,3683
31,Yucatán,088,Teya,0000,Total del Municipio,1760,1490,1397,1318
31,Yucatán,089,Ticul,0000,Total del Municipio,37161,32205,30120,28045
31,Yucatán,090,Timucuy,0000,Total del Municipio,6898,6050,5663,5244
31,Yucatán,091,Tinum,0000,Total del Municipio,11535,9891,9143,8428
31,Yucatán,092,Tixcacalcupul,0000,Total del Municipio,7025,5880,5357,4829
31,Yucatán,093,Tixkokob,0000,Total del Municipio,17193,15241,14401,13499
31,Yucatán,094,Tixmehuac,0000,Total del Municipio,4883,4144,3797,3478
31,Yucatán,095,Tixpéhual,0000,Total del Municipio,5315,4760,4516,4257
31,Yucatán,096,Tizimín,0000,Total del Municipio,73370,62978,58417,53777
31,Yucatán,097,Tunkás,0000,Total del Municipio,3372,2894,2684,2495
31,Yucatán,098,Tzucacab,0000,Total del Municipio,13804,11740,10799,9886
31,Yucatán,099,Uayma,0000,Total del Municipio,3834,3276,3005,2752
31,Yucatán,100,Ucú,0000,Total del Municipio,3737,3279,3079,2875
31,Yucatán,101,Umán,0000,Total del Municipio,63413,55083,51554,48164
31,Yucatán,102,Valladolid,0000,Total del Municipio,77780,67091,62258,57361
31,Yucatán,103,Xocchel,0000,Total del Municipio,3100,2675,2516,2350
31,Yucatán,104,Yaxcabá,0000,Total del Municipio,14710,12280,11253,10261
31,Yucatán,105,Yaxkukul,0000,Total del Municipio,3042,2669,2527,2370
31,Yucatán,106,Yobaín,0000,Total del Municipio,2051,1789,1685,1574
32,Zacatecas,001,Apozol,0000,Total del Municipio,5744,4944,4622,4301
32,Zacatecas,002,Apulco,0000,Total del Municipio,4471,3738,3460,3201
32,Zacatecas,003,Atolinga,0000,Total del Municipio,2082,1838,1747,1656
32,Zacatecas,004,Benito Juárez,0000,Total del Municipio,4071,3418,3165,2885
32,Zacatecas,005,Calera,0000,Total del Municipio,40894,34114,31458,28909
32,Zacatecas,006,Cañitas de Felipe Pescador,0000,Total del Municipio,7393,6345,5863,5445
32,Zacatecas,007,Concepción del Oro,0000,Total del Municipio,11126,9617,8963,8369
32,Zacatecas,008,Cuauhtémoc,0000,Total del Municipio,11992,10032,9253,8512
32,Zacatecas,009,Chalchihuites,0000,Total del Municipio,9156,7800,7306,6824
32,Zacatecas,010,Fresnillo,0000,Total del Municipio,216774,183800,170391,157632
32,Zacatecas,011,Trinidad García de la Cadena,0000,Total del Municipio,3059,2674,2509,2340
32,Zacatecas,012,Genaro Codina,0000,Total del Municipio,7347,6063,5564,5080
32,Zacatecas,013,General Enrique Estrada,0000,Total del Municipio,5980,5084,4691,4362
32,Zacatecas,014,General Francisco R. Murguía,0000,Total del Municipio,18417,15838,14693,13645
32,Zacatecas,015,El Plateado de Joaquín Amaro,0000,Total del Municipio,1459,1295,1226,1172
32,Zacatecas,016,General Pánfilo Natera,0000,Total del Municipio,21088,17710,16319,15033
32,Zacatecas,017,Guadalupe,0000,Total del Municipio,192910,165155,153820,142578
32,Zacatecas,018,Huanusco,0000,Total del Municipio,4177,3636,3392,3202
32,Zacatecas,019,Jalpa,0000,Total del Municipio,22757,19386,17995,16698
32,Zacatecas,020,Jerez,0000,Total del Municipio,55064,48003,45044,42146
32,Zacatecas,021,Jiménez del Teul,0000,Total del Municipio,3967,3296,3040,2759
32,Zacatecas,022,Juan Aldama,0000,Total del Municipio,17863,15234,14170,13173
32,Zacatecas,023,Juchipila,0000,Total del Municipio,11243,9870,9248,8658
32,Zacatecas,024,Loreto,0000,Total del Municipio,47726,39519,36266,33250
